c1,c2,distance
9,57,90
9,58,87.99282384
9,59,88.4922287
9,60,89.04779382
9,61,90
9,62,90
9,63,89.06407742
9,64,88.95608236
9,65,90
9,66,90
9,67,90
9,68,88.72094915
9,69,88.83674961
9,70,90
10,11,90
10,12,90
10,13,90
10,14,90
10,15,90
10,16,90
10,17,90
10,18,90
10,19,90
10,20,90
10,21,90
10,22,90
10,23,90
10,24,90
10,25,90
10,26,90
10,27,90
10,28,90
10,29,90
10,30,90
10,31,90
10,32,90
10,33,90
10,34,90
10,35,90
10,36,90
10,37,90
10,38,90
10,39,90
10,40,90
10,41,90
10,42,90
10,43,90
10,44,90
10,45,90
10,46,90
10,47,90
10,48,90
10,49,90
10,50,90
10,51,90
10,52,90
10,53,90
10,54,90
10,55,90
10,56,90
10,57,90
10,58,90
10,59,90
10,60,90
10,61,90
10,62,90
10,63,90
10,64,90
10,65,90
10,66,90
10,67,90
10,68,90
10,69,90
10,70,90
11,12,87.2524509
11,13,82.38845858
11,14,80.96610147
11,15,86.07656272
11,16,83.42805557
11,17,82.11249319
11,18,90
11,19,90
11,20,90
11,21,90
11,22,90
11,23,90
11,24,90
11,25,90
11,26,90
11,27,90
11,28,87.73253874
11,29,87.38643978
11,30,79.99228031
11,31,90
11,32,90
11,33,90
11,34,90
11,35,90
11,36,90
11,37,90
11,38,90
11,39,90
11,40,90
11,41,90
11,42,90
11,43,90
11,44,90
11,45,90
11,46,87.22363251
11,47,86.93772306
11,48,90
11,49,87.29529084
11,50,86.14494511
11,51,90
11,52,90
11,53,90
11,54,90
11,55,90
11,56,90
11,57,90
11,58,90
11,59,90
11,60,90
11,61,90
11,62,90
11,63,90
11,64,90
11,65,90
11,66,90
11,67,90
11,68,90
11,69,90
11,70,86.90378227
12,13,90
12,14,87.02517503
12,15,85.51572366
12,16,90
12,17,90
12,18,90
12,19,90
12,20,83.51209021
12,21,85.63289082
12,22,90
12,23,90
12,24,90
12,25,90
12,26,90
12,27,86.28509515
12,28,78.26024913
12,29,87.01324053
12,30,86.70727342
12,31,71.96304728
12,32,90
12,33,90
12,34,90
12,35,90
12,36,90
12,37,90
12,38,90
12,39,90
12,40,90
12,41,90
12,42,90
12,43,90
12,44,90
12,45,90
12,46,86.82714215
12,47,86.50031134
12,48,90
12,49,86.90905281
12,50,85.59391757
12,51,90
12,52,90
12,53,84.71625216
12,54,90
12,55,90
12,56,90
12,57,90
12,58,90
12,59,90
12,60,90
12,61,90
12,62,90
12,63,90
12,64,90
12,65,85.59370263
12,66,90
12,67,90
12,68,90
12,69,90
12,70,86.46151096
13,14,81.75517235
13,15,90
13,16,90
13,17,90
13,18,90
13,19,90
13,20,90
13,21,90
13,22,90
13,23,90
13,24,90
13,25,90
13,26,90
13,27,90
13,28,90
13,29,90
13,30,90
13,31,90
13,32,90
13,33,90
13,34,90
13,35,90
13,36,90
13,37,90
13,38,90
13,39,90
13,40,90
13,41,90
13,42,90
13,43,90
13,44,90
13,45,90
13,46,90
13,47,90
13,48,90
13,49,90
13,50,90
13,51,90
13,52,90
13,53,90
13,54,90
13,55,90
13,56,90
13,57,90
13,58,90
13,59,90
13,60,90
13,61,90
13,62,90
13,63,90
13,64,90
13,65,90
13,66,90
13,67,90
13,68,90
13,69,90
13,70,90
14,15,85.75172582
14,16,82.88219509
14,17,90
14,18,90
14,19,90
14,20,90
14,21,90
14,22,90
14,23,90
14,24,90
14,25,90
14,26,90
14,27,90
14,28,87.54502724
14,29,87.1702652
14,30,79.15553906
14,31,90
14,32,90
14,33,90
14,34,90
14,35,90
14,36,90
14,37,90
14,38,90
14,39,90
14,40,90
14,41,90
14,42,90
14,43,90
14,44,90
14,45,90
14,46,86.99396861
14,47,86.68435996
14,48,90
14,49,87.07156465
14,50,85.82578934
14,51,90
14,52,90
14,53,90
14,54,90
14,55,90
14,56,90
14,57,90
14,58,90
14,59,90
14,60,90
14,61,90
14,62,90
14,63,90
14,64,90
14,65,90
14,66,90
14,67,90
14,68,90
14,69,90
14,70,86.64760486
15,16,90
15,17,90
15,18,90
15,19,90
15,20,90
15,21,90
15,22,90
15,23,90
15,24,90
15,25,90
15,26,90
15,27,90
15,28,86.30002922
15,29,85.73466641
15,30,85.29724252
15,31,63.77042697
15,32,90
15,33,90
15,34,90
15,35,90
15,36,90
15,37,90
15,38,90
15,39,90
15,40,90
15,41,90
15,42,90
15,43,90
15,44,90
15,45,90
15,46,85.46862806
15,47,85.00128174
15,48,90
15,49,85.58573006
15,50,83.70425644
15,51,90
15,52,90
15,53,90
15,54,90
15,55,90
15,56,90
15,57,90
15,58,90
15,59,90
15,60,90
15,61,90
15,62,90
15,63,90
15,64,90
15,65,90
15,66,90
15,67,90
15,68,90
15,69,90
15,70,84.94578879
16,17,81.23608729
16,18,90
16,19,90
16,20,90
16,21,90
16,22,90
16,23,90
16,24,90
16,25,90
16,26,90
16,27,90
16,28,90
16,29,90
16,30,82.11776269
16,31,90
16,32,90
16,33,90
16,34,90
16,35,90
16,36,90
16,37,90
16,38,90
16,39,90
16,40,90
16,41,90
16,42,90
16,43,90
16,44,90
16,45,90
16,46,90
16,47,90
16,48,90
16,49,90
16,50,90
16,51,90
16,52,90
16,53,90
16,54,90
16,55,90
16,56,90
16,57,90
16,58,90
16,59,90
16,60,90
16,61,90
16,62,90
16,63,90
16,64,90
16,65,90
16,66,90
16,67,90
16,68,90
16,69,90
16,70,90
17,18,90
17,19,90
17,20,90
17,21,90
17,22,90
17,23,90
17,24,90
17,25,90
17,26,90
17,27,90
17,28,90
17,29,90
17,30,90
17,31,90
17,32,84.50444532
17,33,90
17,34,90
17,35,82.99630367
17,36,90
17,37,90
17,38,90
17,39,90
17,40,90
17,41,90
17,42,90
17,43,90
17,44,90
17,45,90
17,46,90
17,47,90
17,48,90
17,49,90
17,50,90
17,51,90
17,52,90
17,53,82.0379234
17,54,90
17,55,90
17,56,90
17,57,90
17,58,90
17,59,90
17,60,90
17,61,90
17,62,90
17,63,90
17,64,90
17,65,90
17,66,90
17,67,90
17,68,90
17,69,90
17,70,90
18,19,90
18,20,90
18,21,90
18,22,90
18,23,90
18,24,90
18,25,90
18,26,90
18,27,90
18,28,90
18,29,90
18,30,90
18,31,90
18,32,90
18,33,90
18,34,90
18,35,90
18,36,90
18,37,90
18,38,90
18,39,90
18,40,90
18,41,90
18,42,90
18,43,90
18,44,90
18,45,90
18,46,90
18,47,90
18,48,90
18,49,90
18,50,90
18,51,90
18,52,90
18,53,90
18,54,90
18,55,90
18,56,90
18,57,90
18,58,90
18,59,90
18,60,90
18,61,90
18,62,90
18,63,90
18,64,90
18,65,90
18,66,90
18,67,90
18,68,90
18,69,90
18,70,90
19,20,83.8836274
19,21,86.64963119
19,22,90
19,23,90
19,24,90
19,25,90
19,26,82.82291306
19,27,87.14967656
19,28,90
19,29,90
19,30,90
19,31,90
19,32,90
19,33,90
19,34,90
19,35,90
19,36,90
19,37,90
19,38,90
19,39,82.7111922
19,40,86.47921924
19,41,90
19,42,90
19,43,90
19,44,90
19,45,90
19,46,90
19,47,90
19,48,90
19,49,90
19,50,90
19,51,90
19,52,81.23647405
19,53,85.01843133
19,54,90
19,55,90
19,56,90
19,57,90
19,58,90
19,59,85.8144071
19,60,86.7532445
19,61,82.75702665
19,62,90
19,63,90
19,64,83.05669715
19,65,82.44885108
19,66,90
19,67,90
19,68,81.48248433
19,69,90
19,70,90
20,21,76.39902951
20,22,90
20,23,90
20,24,90
20,25,90
20,26,82.8001016
20,27,84.25816732
20,28,90
20,29,83.82951892
20,30,83.19522616
20,31,90
20,32,90
20,33,90
20,34,90
20,35,90
20,36,90
20,37,82.89922522
20,38,90
20,39,90
20,40,90
20,41,90
20,42,90
20,43,90
20,44,84.35485208
20,45,90
20,46,90
20,47,90
20,48,90
20,49,90
20,50,90
20,51,90
20,52,90
20,53,63.7429257
20,54,83.90458163
20,55,90
20,56,90
20,57,90
20,58,90
20,59,90
20,60,84.08469938
20,61,90
20,62,90
20,63,90
20,64,90
20,65,75.49532438
20,66,90
20,67,90
20,68,90
20,69,90
20,70,90
21,22,90
21,23,90
21,24,90
21,25,90
21,26,86.05813489
21,27,76.35735019
21,28,90
21,29,85.84609205
21,30,85.42014239
21,31,90
21,32,90
21,33,90
21,34,90
21,35,90
21,36,90
21,37,85.22147144
21,38,90
21,39,90
21,40,85.6812106
21,41,90
21,42,90
21,43,90
21,44,86.19908468
21,45,90
21,46,90
21,47,90
21,48,90
21,49,90
21,50,90
21,51,90
21,52,90
21,53,78.95085531
21,54,85.89651835
21,55,90
21,56,90
21,57,90
21,58,90
21,59,84.86503795
21,60,90
21,61,90
21,62,90
21,63,90
21,64,90
21,65,73.75868632
21,66,90
21,67,90
21,68,90
21,69,90
21,70,90
22,23,88.87743523
22,24,90
22,25,88.73514623
22,26,88.84197399
22,27,88.97280483
22,28,90
22,29,90
22,30,90
22,31,90
22,32,88.99062415
22,33,90
22,34,90
22,35,90
22,36,81.20597101
22,37,90
22,38,88.75346541
22,39,90
22,40,88.73142595
22,41,90
22,42,88.69089521
22,43,88.49846387
22,44,90
22,45,88.7699532
22,46,90
22,47,88.70706058
22,48,90
22,49,90
22,50,88.37271034
22,51,90
22,52,90
22,53,90
22,54,90
22,55,88.20998383
22,56,88.53490143
22,57,90
22,58,87.99282384
22,59,88.4922287
22,60,89.04779382
22,61,90
22,62,90
22,63,89.06407742
22,64,88.95608236
22,65,90
22,66,90
22,67,90
22,68,88.72094915
22,69,88.83674961
22,70,90
23,24,84.85637493
23,25,83.42991174
23,26,89.02937163
23,27,89.13902705
23,28,90
23,29,90
23,30,90
23,31,90
23,32,89.15396235
23,33,90
23,34,90
23,35,90
23,36,82.63757835
23,37,90
23,38,83.52546286
23,39,75.03120213
23,40,88.93671735
23,41,90
23,42,30.96013835
23,43,82.19371316
23,44,90
23,45,88.96900829
23,46,90
23,47,88.91629601
23,48,90
23,49,90
23,50,88.63607354
23,51,90
23,52,90
23,53,90
23,54,90
23,55,88.49969555
23,56,39.98267718
23,57,90
23,58,88.31770358
23,59,88.7362417
23,60,89.20187942
23,61,90
23,62,90
23,63,89.21552765
23,64,89.12501109
23,65,90
23,66,90
23,67,81.71727625
23,68,88.92793642
23,69,89.02499287
23,70,90
24,25,84.20239548
24,26,90
24,27,90
24,28,90
24,29,90
24,30,90
24,31,90
24,32,90
24,33,90
24,34,90
24,35,90
24,36,90
24,37,90
24,38,84.28663169
24,39,84.98025136
24,40,90
24,41,90
24,42,90
24,43,83.11292875
24,44,90
24,45,90
24,46,90
24,47,90
24,48,90
24,49,90
24,50,90
24,51,90
24,52,90
24,53,90
24,54,90
24,55,90
24,56,90
24,57,90
24,58,90
24,59,90
24,60,71.29161833
24,61,90
24,62,90
24,63,90
24,64,90
24,65,90
24,66,90
24,67,90
24,68,90
24,69,90
24,70,90
25,26,88.90634587
25,27,89.02990262
25,28,90
25,29,90
25,30,90
25,31,90
25,32,89.04673124
25,33,90
25,34,90
25,35,90
25,36,81.69830229
25,37,90
25,38,82.70070587
25,39,84.62855016
25,40,88.8019447
25,41,90
25,42,88.76366773
25,43,81.19698469
25,44,90
25,45,88.83832964
25,46,90
25,47,88.77893419
25,48,90
25,49,90
25,50,88.46317849
25,51,90
25,52,90
25,53,90
25,54,90
25,55,88.30950381
25,56,88.61634886
25,57,90
25,58,88.10442591
25,59,88.57604937
25,60,89.10072253
25,61,90
25,62,90
25,63,89.11610085
25,64,89.01410987
25,65,90
25,66,90
25,67,90
25,68,88.79205046
25,69,88.90141197
25,70,90
26,27,85.75656701
26,28,90
26,29,90
26,30,90
26,31,90
26,32,89.12723801
26,33,90
26,34,90
26,35,90
26,36,82.40368369
26,37,90
26,38,88.92218489
26,39,90
26,40,84.75703271
26,41,90
26,42,88.86808593
26,43,88.70170967
26,44,90
26,45,88.93644048
26,46,90
26,47,88.88206267
26,48,90
26,49,90
26,50,88.59298506
26,51,90
26,52,90
26,53,84.13739116
26,54,90
26,55,88.45229671
26,56,88.73321334
26,57,90
26,58,88.26455183
26,59,83.76504431
26,60,85.35453022
26,61,90
26,62,90
26,63,72.7814434
26,64,89.0973721
26,65,81.10770284
26,66,90
26,67,81.45373748
26,68,88.89407089
26,69,88.99419391
26,70,90
27,28,90
27,29,90
27,30,90
27,31,90
27,32,89.22583559
27,33,90
27,34,90
27,35,90
27,36,83.26602905
27,37,90
27,38,74.17059633
27,39,90
27,40,85.35068946
27,41,90
27,42,88.99596606
27,43,88.84839151
27,44,78.02464967
27,45,89.0565966
27,46,90
27,47,89.00836342
27,48,90
27,49,90
27,50,88.75195467
27,51,90
27,52,90
27,53,67.57490991
27,54,90
27,55,88.62716798
27,56,88.8763349
27,57,90
27,58,88.46064621
27,59,84.47170877
27,60,89.2696815
27,61,90
27,62,90
27,63,89.28217015
27,64,89.19934415
27,65,76.23277281
27,66,90
27,67,90
27,68,89.0190147
27,69,89.10782415
27,70,90
28,29,87.53518114
28,30,87.28276687
28,31,90
28,32,90
28,33,90
28,34,90
28,35,90
28,36,90
28,37,90
28,38,90
28,39,90
28,40,90
28,41,90
28,42,90
28,43,90
28,44,90
28,45,90
28,46,87.38165238
28,47,87.11204287
28,48,90
28,49,87.44922656
28,50,86.36450587
28,51,90
28,52,90
28,53,90
28,54,90
28,55,90
28,56,90
28,57,90
28,58,90
28,59,90
28,60,90
28,61,90
28,62,90
28,63,90
28,64,90
28,65,90
28,66,90
28,67,90
28,68,90
28,69,90
28,70,87.08003758
29,30,82.66715731
29,31,90
29,32,90
29,33,90
29,34,90
29,35,90
29,36,90
29,37,85.63245888
29,38,90
29,39,90
29,40,90
29,41,90
29,42,90
29,43,90
29,44,86.52574643
29,45,90
29,46,86.98190869
29,47,86.67105525
29,48,90
29,49,87.05981659
29,50,85.80902841
29,51,90
29,52,90
29,53,84.97441922
29,54,86.24925861
29,55,90
29,56,90
29,57,90
29,58,90
29,59,90
29,60,90
29,61,90
29,62,90
29,63,90
29,64,90
29,65,90
29,66,90
29,67,90
29,68,90
29,69,90
29,70,86.63415233
30,31,90
30,32,90
30,33,90
30,34,90
30,35,90
30,36,90
30,37,85.18450662
30,38,90
30,39,90
30,40,90
30,41,90
30,42,90
30,43,90
30,44,86.16970768
30,45,90
30,46,86.67272504
30,47,86.32994739
30,48,90
30,49,86.75863058
30,50,85.37926249
30,51,90
30,52,90
30,53,84.45859927
30,54,85.86479503
30,55,90
30,56,90
30,57,90
30,58,90
30,59,90
30,60,90
30,61,90
30,62,90
30,63,90
30,64,90
30,65,90
30,66,90
30,67,90
30,68,79.45392028
30,69,90
30,70,86.28925309
31,32,90
31,33,90
31,34,90
31,35,90
31,36,90
31,37,90
31,38,90
31,39,90
31,40,90
31,41,90
31,42,90
31,43,90
31,44,90
31,45,90
31,46,90
31,47,90
31,48,90
31,49,90
31,50,90
31,51,90
31,52,90
31,53,90
31,54,90
31,55,90
31,56,90
31,57,90
31,58,90
31,59,90
31,60,90
31,61,90
31,62,90
31,63,90
31,64,90
31,65,90
31,66,90
31,67,90
31,68,90
31,69,90
31,70,90
32,33,90
32,34,90
32,35,82.54634191
32,36,83.38336144
32,37,90
32,38,89.06053671
32,39,90
32,40,89.04392761
32,41,90
32,42,89.01338351
32,43,88.86836963
32,44,90
32,45,89.07296206
32,46,90
32,47,89.02556576
32,48,80.00883417
32,49,90
32,50,88.77360627
32,51,90
32,52,90
32,53,81.52556284
32,54,90
32,55,88.6509852
32,56,88.89582813
32,57,90
32,58,88.48735369
32,59,88.86367098
32,60,89.28235008
32,61,90
32,62,90
32,63,89.29462207
32,64,89.213233
32,65,90
32,66,90
32,67,90
32,68,89.03603223
32,69,89.12330082
32,70,90
33,34,90
33,35,90
33,36,90
33,37,90
33,38,90
33,39,90
33,40,90
33,41,90
33,42,90
33,43,90
33,44,90
33,45,90
33,46,90
33,47,90
33,48,90
33,49,90
33,50,90
33,51,90
33,52,90
33,53,90
33,54,90
33,55,90
33,56,90
33,57,90
33,58,90
33,59,90
33,60,90
33,61,90
33,62,90
33,63,90
33,64,90
33,65,90
33,66,90
33,67,90
33,68,90
33,69,90
33,70,90
34,35,90
34,36,90
34,37,90
34,38,90
34,39,90
34,40,90
34,41,90
34,42,90
34,43,90
34,44,90
34,45,90
34,46,90
34,47,90
34,48,90
34,49,90
34,50,90
34,51,90
34,52,90
34,53,90
34,54,90
34,55,90
34,56,90
34,57,90
34,58,90
34,59,90
34,60,90
34,61,90
34,62,90
34,63,90
34,64,90
34,65,90
34,66,90
34,67,90
34,68,90
34,69,90
34,70,90
35,36,90
35,37,90
35,38,90
35,39,90
35,40,90
35,41,90
35,42,90
35,43,90
35,44,90
35,45,90
35,46,77.60611812
35,47,90
35,48,90
35,49,90
35,50,90
35,51,90
35,52,90
35,53,79.18546563
35,54,90
35,55,90
35,56,90
35,57,90
35,58,90
35,59,90
35,60,90
35,61,90
35,62,90
35,63,90
35,64,90
35,65,90
35,66,90
35,67,90
35,68,90
35,69,90
35,70,90
36,37,90
36,38,81.81934848
36,39,90
36,40,81.67371566
36,41,90
36,42,81.40575679
36,43,80.13091296
36,44,90
36,45,81.92826279
36,46,90
36,47,81.51265196
36,48,90
36,49,90
36,50,79.29523124
36,51,90
36,52,90
36,53,90
36,54,90
36,55,78.21046909
36,56,80.37266029
36,57,90
36,58,76.75621447
36,59,80.08952811
36,60,83.75961743
36,61,90
36,62,90
36,63,83.86673716
36,64,83.15589373
36,65,90
36,66,90
36,67,90
36,68,81.60446829
36,69,82.3692144
36,70,90
37,38,90
37,39,90
37,40,90
37,41,90
37,42,90
37,43,90
37,44,86.00366597
37,45,90
37,46,90
37,47,90
37,48,90
37,49,90
37,50,90
37,51,90
37,52,90
37,53,84.21796289
37,54,65.74935761
37,55,90
37,56,90
37,57,90
37,58,90
37,59,90
37,60,83.0584439
37,61,90
37,62,83.31576231
37,63,80.25706762
37,64,90
37,65,90
37,66,90
37,67,90
37,68,90
37,69,90
37,70,90
38,39,84.70655751
38,40,88.81929614
38,41,90
38,42,88.7815737
38,43,81.32545103
38,44,75.41651033
38,45,88.85515397
38,46,90
38,47,88.79661899
38,48,90
38,49,90
38,50,88.48543833
38,51,90
38,52,90
38,53,68.65539776
38,54,90
38,55,88.33399073
38,56,88.63638923
38,57,90
38,58,88.1318854
38,59,88.59667367
38,60,89.11374596
38,61,90
38,62,90
38,63,89.12890153
38,64,89.02838787
38,65,90
38,66,90
38,67,90
38,68,88.80954524
38,69,88.91732246
38,70,90
39,40,90
39,41,90
39,42,90
39,43,83.61980255
39,44,90
39,45,90
39,46,90
39,47,90
39,48,90
39,49,90
39,50,90
39,51,90
39,52,90
39,53,90
39,54,90
39,55,90
39,56,90
39,57,90
39,58,90
39,59,90
39,60,90
39,61,81.93425912
39,62,90
39,63,90
39,64,90
39,65,90
39,66,90
39,67,90
39,68,90
39,69,90
39,70,90
40,41,90
40,42,88.76003136
40,43,88.57776668
40,44,90
40,45,88.83491294
40,46,90
40,47,88.77534274
40,48,90
40,49,90
40,50,88.45865792
40,51,90
40,52,90
40,53,90
40,54,90
40,55,88.30453096
40,56,88.61227903
40,57,90
40,58,50.79499963
40,59,32.71329055
40,60,89.09807772
40,61,90
40,62,90
40,63,89.11350128
40,64,89.01121029
40,65,85.64245769
40,66,90
40,67,90
40,68,88.78849761
40,69,88.89818085
40,70,90
41,42,90
41,43,90
41,44,90
41,45,90
41,46,90
41,47,90
41,48,90
41,49,90
41,50,90
41,51,84.38232473
41,52,85.75563993
41,53,90
41,54,90
41,55,90
41,56,90
41,57,90
41,58,90
41,59,90
41,60,90
41,61,90
41,62,90
41,63,90
41,64,90
41,65,85.23995095
41,66,90
41,67,85.73743874
41,68,90
41,69,90
41,70,90
42,43,88.53232454
42,44,90
42,45,88.79768958
42,46,90
42,47,88.73621559
42,48,90
42,49,90
42,50,88.40940827
42,51,90
42,52,90
42,53,90
